transaction_id,account_id,timestamp,amount,type,is_fraud
TX505539,ACC68141,2024-07-27 14:01:45,101.57,debit,0
TX953716,ACC68141,2024-11-27 21:00:53,8.61,debit,0
TX333389,ACC68141,2024-06-25 22:04:08,127.78,credit,0
TX484954,ACC68141,2025-05-25 01:16:49,228.76,debit,0
TX559377,ACC68141,2024-10-01 18:46:51,85.2,credit,0
TX924193,ACC68141,2024-12-10 00:28:22,182.12,credit,0
TX968563,ACC68141,2024-07-02 05:39:48,217.44,credit,0
TX263018,ACC68141,2024-08-09 18:54:49,205.07,credit,0
TX718956,ACC68141,2024-11-13 02:16:33,101.3,debit,0
TX311202,ACC68141,2024-08-21 17:08:26,94.97,debit,0
TX265142,ACC68141,2024-08-07 07:58:19,152.7,debit,0
TX512890,ACC68141,2024-07-19 19:54:40,169.89,credit,0
TX476135,ACC68141,2025-04-29 05:07:15,198.14,credit,0
TX511117,ACC68141,2025-05-16 00:09:29,199.0,debit,0
TX903460,ACC68141,2025-02-12 16:24:17,351.57,debit,0
TX713738,ACC68141,2025-05-07 08:33:23,260.55,credit,0
TX842844,ACC68141,2025-05-29 22:06:31,123.6,debit,0
TX242281,ACC68141,2024-07-28 18:07:31,307.89,credit,0
TX478041,ACC68141,2024-11-08 23:46:25,66.52,credit,0
TX267411,ACC68141,2024-10-07 14:44:39,73.92,credit,0
TX333194,ACC68141,2025-06-13 04:43:18,208.72,credit,0
TX745655,ACC68141,2025-04-07 03:04:18,130.76,debit,0
TX871090,ACC68141,2025-05-05 21:36:10,-30.21,debit,0
TX554116,ACC68141,2024-07-28 06:06:23,260.93,debit,0
TX872691,ACC68141,2025-02-18 23:54:31,195.84,debit,0
TX199524,ACC68141,2024-10-01 16:17:14,142.09,credit,0
TX737367,ACC68141,2024-12-21 04:06:13,136.17,debit,0
TX470624,ACC68141,2025-05-30 03:51:17,133.49,debit,0
TX414960,ACC68141,2025-01-07 17:29:53,-5.09,credit,0
TX162987,ACC68141,2025-02-15 16:49:00,82.93,credit,0
TX982224,ACC68141,2024-07-17 20:58:26,99.79,debit,0
TX943169,ACC93275,2025-04-26 10:17:11,231.34,credit,0
TX291782,ACC93275,2025-05-17 11:13:11,106.69,credit,0
TX643042,ACC93275,2024-09-21 05:48:54,178.3,debit,0
TX541029,ACC93275,2025-06-05 05:52:05,136.46,debit,0
TX798932,ACC93275,2024-09-02 12:15:11,83.53,debit,0
TX524546,ACC93275,2024-09-18 06:29:37,170.15,credit,0
TX900601,ACC93275,2025-02-21 10:13:30,148.61,credit,0
TX862599,ACC93275,2025-01-14 19:38:25,230.71,credit,1
TX553745,ACC93275,2025-03-19 23:56:54,120.07,debit,0
TX267165,ACC93275,2024-12-10 20:04:22,101.03,credit,0
TX782779,ACC93275,2025-02-19 15:14:38,212.35,debit,0
TX994167,ACC93275,2025-03-11 18:49:38,136.39,credit,0
TX247235,ACC93275,2025-01-09 12:30:00,219.09,credit,0
TX560962,ACC93275,2024-09-10 16:17:31,109.32,credit,0
TX345786,ACC93275,2025-05-19 03:01:18,160.87,credit,0
TX670688,ACC93275,2025-02-11 21:58:46,103.89,credit,0
TX410304,ACC93275,2025-04-19 17:19:16,87.58,credit,0
TX640688,ACC93275,2024-07-06 18:29:34,-15.69,debit,0
TX900919,ACC93275,2024-09-17 17:48:05,264.1,credit,0
TX412789,ACC93275,2024-11-06 17:28:55,113.18,credit,0
TX659230,ACC93275,2024-12-22 05:22:41,188.39,credit,0
TX873767,ACC93275,2025-01-26 17:11:09,137.38,credit,0
TX662170,ACC93275,2024-08-13 11:19:02,238.21,debit,0
TX983966,ACC93275,2024-10-19 03:23:16,19.95,debit,0
TX427481,ACC93275,2025-05-20 04:27:57,165.5,debit,0
TX226225,ACC93275,2025-06-06 17:11:38,206.92,credit,0
TX210295,ACC93275,2025-02-20 13:17:35,154.38,credit,0
TX572718,ACC93275,2024-10-03 19:22:00,94.14,credit,0
TX463359,ACC33565,2024-09-03 16:02:57,22.72,debit,0
TX420500,ACC33565,2025-06-01 02:08:35,101.58,credit,0
TX448165,ACC33565,2024-07-31 13:12:23,3.05,credit,0
TX660895,ACC33565,2025-05-05 05:25:03,204.95,debit,0
TX376590,ACC33565,2025-01-16 19:56:39,185.32,debit,0
TX732004,ACC33565,2024-09-18 15:28:04,213.42,credit,0
TX180912,ACC33565,2024-12-01 21:28:17,79.21,debit,0
TX804116,ACC33565,2024-09-04 20:12:47,67.91,credit,0
TX527934,ACC33565,2025-06-06 10:02:32,189.61,debit,0
TX320497,ACC33565,2025-01-02 07:13:30,186.65,credit,0
TX458127,ACC33565,2024-12-02 15:09:31,13.55,credit,0
TX181050,ACC33565,2024-09-05 09:37:38,98.01,debit,0
TX779604,ACC33565,2024-08-24 14:14:20,268.92,debit,0
TX455500,ACC33565,2025-05-31 01:42:02,208.47,credit,0
TX440981,ACC33565,2024-10-12 10:18:31,131.01,credit,0
TX527094,ACC33565,2024-11-12 00:19:26,58.92,debit,0
TX546751,ACC33565,2025-03-21 06:27:56,77.67,debit,0
TX483973,ACC33565,2024-10-11 21:10:07,117.74,credit,0
TX507033,ACC33565,2024-12-18 20:53:34,44.05,credit,0
TX389130,ACC33565,2024-11-08 14:22:32,241.0,debit,0
TX389509,ACC33565,2025-06-02 21:35:02,233.27,debit,0
TX358590,ACC33565,2025-05-30 11:03:04,61.24,credit,0
TX241792,ACC33565,2025-04-23 01:36:48,291.85,credit,0
TX809670,ACC33565,2025-05-01 12:08:25,115.34,credit,0
TX796214,ACC33565,2024-06-23 06:05:43,150.41,credit,0
TX285666,ACC33565,2024-07-31 16:28:09,114.32,credit,0
TX577414,ACC33565,2024-10-06 05:29:58,67.64,credit,0
TX439055,ACC33565,2024-07-13 15:06:08,122.86,credit,0
TX685882,ACC33565,2024-12-29 20:41:07,14.72,debit,0
TX668236,ACC33565,2025-01-22 12:54:50,123.38,credit,0
TX492723,ACC25062,2024-08-10 16:38:22,142.99,debit,0
TX272470,ACC25062,2024-10-26 21:37:35,167.17,credit,0
TX882940,ACC25062,2025-02-28 22:42:26,34.53,credit,0
TX921839,ACC25062,2025-05-05 10:14:08,38.53,credit,0
TX866365,ACC25062,2025-02-21 02:44:27,163.75,debit,0
TX348881,ACC25062,2025-02-11 07:12:48,61.48,debit,0
TX112774,ACC25062,2024-09-19 14:00:04,133.56,debit,0
TX393656,ACC25062,2025-05-15 14:35:34,242.08,debit,0
TX200546,ACC25062,2025-03-18 19:42:30,55.39,credit,0
TX811206,ACC25062,2024-10-30 18:20:20,85.12,debit,0
TX322668,ACC25062,2024-11-19 15:59:57,222.11,debit,0
TX999507,ACC25062,2025-05-05 10:28:17,13.15,credit,0
TX480137,ACC25062,2025-04-22 23:23:30,134.6,debit,0
TX463087,ACC25062,2024-07-28 23:32:09,325.06,debit,1
TX533724,ACC25062,2025-05-25 03:20:46,171.89,credit,0
TX606661,ACC25062,2024-07-07 17:34:07,217.46,debit,0
TX175592,ACC25062,2025-06-12 00:19:43,116.41,credit,0
TX456104,ACC25062,2024-08-21 11:13:27,54.31,credit,0
TX292392,ACC25062,2024-12-09 23:03:21,35.66,credit,0
TX357417,ACC25062,2024-08-25 11:49:33,168.07,credit,0
TX769444,ACC25062,2025-05-17 06:46:31,169.94,debit,0
TX326129,ACC25062,2024-10-23 10:27:23,282.68,debit,0
TX752914,ACC25062,2025-03-05 16:39:42,122.87,debit,0
TX104009,ACC25062,2024-08-10 18:20:53,171.01,credit,0
TX595840,ACC25062,2024-08-29 10:22:59,140.65,debit,1
TX602971,ACC25062,2024-12-19 03:01:06,62.06,credit,0
TX276470,ACC25062,2025-05-23 13:17:34,169.15,credit,0
TX654986,ACC25062,2025-01-01 00:02:42,228.44,credit,0
TX247729,ACC14078,2025-05-18 17:41:36,197.98,credit,0
TX696109,ACC14078,2025-01-08 18:31:07,95.6,credit,0
TX555489,ACC14078,2025-06-10 01:59:14,353.7,debit,0
TX273044,ACC14078,2024-06-21 08:50:39,129.77,debit,1
TX705997,ACC14078,2025-02-24 07:55:55,239.55,debit,0
TX367651,ACC14078,2024-10-11 10:22:59,124.73,credit,0
TX169201,ACC14078,2024-10-02 03:08:44,237.44,credit,0
TX926535,ACC14078,2025-02-10 20:40:32,134.67,debit,0
TX893007,ACC14078,2024-12-03 19:19:58,139.86,debit,0
TX317982,ACC14078,2024-11-25 10:01:44,225.27,credit,0
TX218902,ACC14078,2025-03-18 10:37:08,296.78,credit,0
TX104049,ACC14078,2024-12-15 16:32:26,131.89,credit,0
TX797408,ACC14078,2024-11-23 21:23:33,119.25,debit,0
TX753307,ACC14078,2025-01-07 11:58:06,93.97,credit,0
TX200413,ACC14078,2024-08-16 19:07:46,82.92,credit,0
TX336657,ACC14078,2025-01-24 08:08:52,98.7,debit,0
TX399155,ACC14078,2024-09-05 03:47:06,109.83,credit,0
TX502914,ACC14078,2024-09-02 09:51:42,214.25,credit,0
TX556781,ACC14078,2025-02-05 00:57:25,188.63,debit,0
TX926583,ACC14078,2025-01-20 06:11:49,203.67,debit,0
TX708881,ACC14078,2025-01-21 13:04:48,202.28,debit,0
TX343705,ACC14078,2025-02-27 14:13:25,238.68,credit,0
TX729623,ACC14078,2025-01-19 15:53:20,92.47,credit,0
TX915292,ACC14078,2024-11-28 12:42:19,165.89,debit,0
TX930398,ACC14078,2025-03-04 23:23:23,26.98,debit,0
TX392446,ACC14078,2025-06-03 00:34:30,27.56,credit,0
TX264313,ACC14078,2024-07-25 17:59:40,158.01,credit,0
TX419780,ACC14078,2024-12-26 12:13:58,139.89,debit,0
TX929688,ACC14078,2025-02-11 07:26:38,152.26,credit,0
TX469571,ACC14078,2025-05-31 16:46:07,195.65,credit,0
TX927249,ACC14078,2025-02-05 21:56:56,259.13,debit,0
TX395341,ACC14078,2024-06-23 22:12:16,150.23,credit,0
TX412992,ACC14078,2025-04-06 22:47:09,137.9,credit,0
TX769018,ACC72477,2025-03-07 17:21:35,96.78,debit,0
TX624031,ACC72477,2024-09-07 01:08:39,215.47,credit,0
TX191981,ACC72477,2025-02-20 06:52:49,102.76,debit,0
TX514965,ACC72477,2024-08-27 16:29:32,129.12,credit,0
TX973188,ACC72477,2024-07-20 06:22:55,197.5,debit,0
TX765908,ACC72477,2024-12-08 13:55:57,155.92,credit,0
TX700799,ACC72477,2025-05-26 14:36:31,151.74,credit,0
TX853116,ACC72477,2025-01-01 05:44:13,85.9,debit,0
TX645954,ACC72477,2025-03-23 03:33:43,175.13,debit,0
TX245785,ACC72477,2025-01-16 03:00:52,314.06,credit,0
TX185497,ACC72477,2024-10-25 22:46:06,53.22,credit,0
TX694284,ACC72477,2024-07-19 00:25:22,67.1,credit,0
TX324490,ACC72477,2025-04-10 15:51:37,208.66,debit,0
TX637804,ACC72477,2024-10-13 04:58:01,167.74,credit,0
TX648645,ACC72477,2025-04-30 10:56:20,252.73,debit,0
TX960058,ACC72477,2025-04-11 03:08:57,94.59,credit,0
TX435318,ACC72477,2025-02-09 06:03:02,216.74,debit,0
TX749644,ACC72477,2024-09-30 11:12:05,175.14,credit,0
TX737663,ACC72477,2025-01-06 23:38:52,78.94,credit,0
TX907652,ACC72477,2024-08-03 03:51:35,103.04,debit,0
TX573356,ACC72477,2024-09-18 12:11:15,151.15,debit,0
TX251261,ACC72477,2025-05-26 09:18:45,85.62,debit,0
TX601203,ACC72477,2024-12-20 21:29:40,234.42,debit,0
TX898545,ACC72477,2025-01-11 06:23:25,204.65,credit,0
TX426009,ACC72477,2024-09-23 14:30:16,113.39,credit,0
TX784060,ACC72477,2024-09-10 21:46:49,138.03,debit,0
TX651105,ACC72477,2025-02-19 03:37:23,220.87,debit,0
TX936699,ACC61906,2024-12-01 03:24:41,145.08,debit,0
TX934158,ACC61906,2024-11-19 03:24:36,298.63,credit,0
TX197739,ACC61906,2025-04-09 04:11:10,189.17,credit,0
TX834567,ACC61906,2025-05-07 20:43:16,88.77,debit,0
TX992257,ACC61906,2025-03-20 04:57:54,70.85,debit,0
TX729792,ACC61906,2024-11-30 11:23:27,229.39,debit,0
TX588669,ACC61906,2025-04-19 00:07:20,117.14,credit,0
TX428482,ACC61906,2025-03-23 00:58:45,160.48,credit,0
TX617472,ACC61906,2025-03-08 08:25:33,-62.44,debit,0
TX840578,ACC61906,2025-04-12 18:02:42,151.27,credit,0
TX425697,ACC61906,2025-05-18 04:36:50,44.66,credit,0
TX915896,ACC61906,2024-09-27 17:25:08,43.76,credit,0
TX120635,ACC61906,2025-01-15 05:23:30,242.63,debit,0
TX629674,ACC61906,2025-04-10 21:25:46,125.99,debit,0
TX649102,ACC61906,2025-05-18 03:24:16,122.21,credit,0
TX194504,ACC61906,2025-02-21 14:45:45,307.79,debit,0
TX676994,ACC61906,2024-10-22 20:48:17,222.82,credit,0
TX440318,ACC61906,2025-04-16 01:25:53,270.17,debit,0
TX661082,ACC61906,2025-03-28 20:48:56,245.59,debit,0
TX900370,ACC61906,2024-08-08 06:30:48,210.75,credit,0
TX256360,ACC61906,2025-01-26 13:45:16,266.1,credit,0
TX485198,ACC61906,2025-02-26 04:28:36,92.89,debit,0
TX457309,ACC61906,2025-05-06 06:34:37,84.11,credit,0
TX487939,ACC61906,2025-02-03 05:11:05,44.06,debit,0
TX331816,ACC61906,2025-03-28 03:21:44,19.21,credit,0
TX446855,ACC61906,2025-02-07 22:16:15,158.93,credit,0
TX268058,ACC61906,2024-07-10 17:40:25,35.6,debit,0
TX956421,ACC61906,2025-05-17 01:45:17,64.96,debit,0
TX607820,ACC61906,2025-05-12 15:04:58,133.65,credit,0
TX307136,ACC61906,2025-01-13 17:58:11,-47.91,debit,0
TX997393,ACC61906,2025-04-22 07:10:27,144.2,credit,0
TX195729,ACC61906,2024-12-29 20:18:02,151.13,debit,0
TX531965,ACC61906,2024-06-15 02:13:18,301.34,debit,0
TX713885,ACC61906,2024-12-11 16:21:57,166.22,debit,0
TX917704,ACC38884,2025-04-07 15:13:06,159.06,credit,1
TX549360,ACC38884,2024-06-20 09:49:01,266.07,credit,0
TX723384,ACC38884,2024-11-16 22:34:44,132.17,credit,0
TX823614,ACC38884,2024-06-19 23:43:09,164.42,credit,0
TX161234,ACC38884,2024-11-25 16:41:32,223.56,credit,0
TX259890,ACC38884,2025-02-17 07:51:27,94.33,debit,0
TX148796,ACC38884,2025-03-05 21:51:10,224.15,debit,1
TX219718,ACC38884,2024-09-01 23:38:26,48.64,credit,0
TX160912,ACC38884,2025-02-03 18:34:52,200.27,debit,0
TX490367,ACC38884,2024-12-21 20:35:06,200.77,credit,0
TX653212,ACC38884,2024-09-20 23:28:11,120.31,debit,0
TX837943,ACC38884,2024-11-27 08:31:38,136.53,credit,0
TX270615,ACC38884,2025-02-26 09:10:53,275.36,credit,0
TX760031,ACC38884,2025-03-14 01:39:23,141.93,credit,0
TX494817,ACC38884,2024-12-31 12:05:25,190.28,credit,0
TX515510,ACC38884,2024-07-02 18:55:09,153.87,debit,0
TX557627,ACC38884,2025-02-16 07:12:32,100.34,debit,0
TX898844,ACC80546,2025-04-23 09:26:24,105.16,credit,0
TX247468,ACC80546,2024-08-11 09:55:08,179.5,debit,0
TX356682,ACC80546,2024-07-06 12:41:06,255.97,credit,0
TX222873,ACC80546,2024-10-04 14:50:04,52.64,debit,0
TX988551,ACC80546,2024-11-01 14:45:21,268.36,debit,0
TX106845,ACC80546,2024-07-09 20:59:07,197.89,debit,0
TX805477,ACC80546,2024-10-22 16:45:25,132.24,credit,0
TX863118,ACC80546,2025-03-25 02:46:14,174.75,debit,0
TX497653,ACC80546,2025-01-18 07:29:25,196.49,credit,0
TX288821,ACC80546,2024-07-07 22:16:48,68.32,credit,0
TX562826,ACC80546,2024-07-12 07:22:54,138.31,credit,0
TX461539,ACC80546,2024-11-30 18:17:04,150.29,credit,0
TX838854,ACC80546,2024-07-13 01:40:28,28.03,debit,0
TX531638,ACC80546,2025-05-31 04:23:52,213.11,debit,0
TX204277,ACC80546,2024-10-28 15:37:15,103.68,debit,0
TX588730,ACC80546,2025-05-05 22:50:10,107.72,credit,0
TX400673,ACC80546,2024-09-29 19:14:16,143.77,credit,0
TX615326,ACC80546,2025-05-11 08:30:54,183.59,credit,0
TX213063,ACC80546,2025-04-24 20:59:25,177.83,debit,0
TX345120,ACC80546,2024-11-25 13:00:14,153.6,debit,0
TX192078,ACC80546,2025-04-29 22:29:58,174.89,credit,0
TX716307,ACC80546,2025-02-28 22:30:09,96.25,credit,0
TX274982,ACC15248,2024-07-04 18:59:15,161.78,credit,1
TX702965,ACC15248,2024-09-07 16:17:44,191.15,credit,0
TX670904,ACC15248,2024-08-25 00:32:18,106.41,debit,0
TX874175,ACC15248,2024-09-11 15:02:53,152.0,debit,1
TX267270,ACC15248,2025-03-07 18:46:24,192.91,debit,0
TX792778,ACC15248,2025-05-09 17:59:35,143.63,debit,0
TX819496,ACC15248,2024-12-26 04:46:07,56.75,credit,0
TX595787,ACC15248,2024-12-22 04:05:19,254.44,debit,0
TX748422,ACC15248,2024-08-18 20:19:41,238.15,debit,0
TX870310,ACC15248,2024-08-06 03:22:35,149.52,debit,0
TX155799,ACC15248,2024-09-13 20:32:45,267.17,credit,0
TX426502,ACC15248,2025-05-27 11:22:58,196.39,credit,0
TX832633,ACC15248,2025-06-07 17:08:42,134.44,debit,0
TX505810,ACC15248,2024-10-29 15:38:10,97.82,credit,0
TX801059,ACC15248,2025-01-14 05:33:29,68.69,debit,0
TX878503,ACC15248,2025-04-26 19:35:26,138.46,credit,0
TX107588,ACC15248,2024-12-08 12:40:31,84.53,debit,0
TX827541,ACC15248,2024-11-18 02:06:20,90.29,debit,0
TX992333,ACC15248,2024-10-10 23:34:48,175.42,credit,0
TX760266,ACC15248,2024-12-22 14:58:46,49.19,debit,0
TX287622,ACC15248,2024-09-11 06:42:57,29.76,credit,0
TX679078,ACC15248,2025-02-11 11:20:50,157.54,credit,0
TX698906,ACC15248,2024-11-05 19:32:35,194.08,credit,0
TX122068,ACC15248,2025-04-10 11:20:30,180.49,credit,0
TX655582,ACC15248,2024-11-12 01:28:32,31.53,credit,0
TX377162,ACC15248,2024-07-26 20:08:51,96.74,credit,0
TX616908,ACC15248,2025-01-05 07:40:39,105.17,credit,0
TX706714,ACC15248,2025-03-23 15:10:40,35.53,debit,0
TX556616,ACC15248,2024-09-01 11:12:01,152.44,debit,0
TX873364,ACC15248,2024-08-16 01:15:15,166.04,credit,0
TX570229,ACC15248,2024-11-16 18:26:20,135.79,credit,0
TX373615,ACC35067,2025-01-05 01:34:51,34.48,credit,0
TX883894,ACC35067,2025-03-16 06:27:59,298.75,credit,0
TX297232,ACC35067,2025-02-03 09:16:05,89.62,debit,0
TX928341,ACC35067,2024-07-23 00:29:16,221.84,debit,0
TX406608,ACC35067,2024-06-25 10:09:51,255.83,debit,0
TX928287,ACC35067,2025-02-22 07:04:23,119.59,credit,0
TX608401,ACC35067,2025-02-11 23:21:21,180.68,credit,0
TX290097,ACC35067,2024-12-25 19:01:22,50.59,debit,0
TX284602,ACC35067,2024-09-26 08:10:23,122.53,credit,0
TX989236,ACC35067,2024-11-29 12:13:21,183.29,debit,0
TX236762,ACC35067,2025-01-05 10:54:09,150.84,debit,0
TX368200,ACC35067,2025-02-11 19:42:35,203.22,credit,0
TX146412,ACC35067,2024-08-24 21:23:19,114.11,credit,0
TX858424,ACC35067,2024-08-27 22:46:07,221.83,credit,0
TX658441,ACC35067,2025-06-02 18:15:19,78.59,credit,0
TX267411,ACC35067,2024-10-15 14:32:11,181.7,credit,0
TX772955,ACC35067,2024-10-06 02:56:05,107.03,debit,0
TX782376,ACC35067,2025-01-01 01:16:02,25.0,credit,0
TX703754,ACC35067,2024-06-28 00:55:37,201.77,debit,0
TX993924,ACC35067,2025-01-31 06:07:10,-41.88,debit,1
TX154303,ACC35067,2025-01-02 02:49:25,95.14,credit,0
TX171757,ACC35067,2024-10-24 12:07:47,73.26,debit,0
TX580067,ACC35067,2024-10-27 18:04:41,241.3,credit,0
TX564256,ACC35067,2025-06-07 13:46:47,211.54,debit,0
TX722807,ACC35067,2024-09-07 22:42:22,70.33,credit,0
TX540635,ACC35067,2024-12-17 03:24:15,60.13,debit,0
TX794187,ACC35067,2025-05-29 04:27:21,115.48,debit,0
TX630508,ACC35067,2024-12-10 08:56:26,64.84,credit,0
TX416071,ACC35067,2024-10-15 11:04:26,259.48,debit,0
TX334983,ACC35067,2025-01-23 05:22:26,20.99,debit,0
TX384509,ACC35067,2025-01-13 10:17:21,285.16,debit,0
TX701691,ACC35067,2024-09-25 21:55:14,178.73,credit,0
TX372619,ACC35067,2025-02-09 07:30:46,192.64,credit,0
TX125147,ACC50120,2024-06-30 09:43:11,157.9,credit,0
TX112913,ACC50120,2025-04-02 03:25:47,30.87,credit,0
TX254440,ACC50120,2024-12-03 09:41:31,209.47,debit,0
TX595361,ACC50120,2025-05-28 12:20:20,152.5,credit,0
TX265735,ACC50120,2024-11-22 21:13:47,78.29,debit,0
TX865397,ACC50120,2024-10-19 02:03:19,231.15,debit,0
TX991935,ACC50120,2024-08-14 04:48:02,224.66,credit,0
TX993855,ACC50120,2024-09-09 05:27:59,231.56,credit,0
TX122361,ACC50120,2025-06-13 05:05:26,219.31,debit,0
TX105322,ACC50120,2025-03-13 03:52:49,109.8,credit,0
TX707463,ACC50120,2025-01-15 08:00:40,190.5,credit,0
TX487965,ACC50120,2024-12-14 11:55:31,229.37,debit,0
TX478499,ACC50120,2024-10-06 02:15:34,220.32,debit,0
TX839519,ACC50120,2025-05-02 11:19:15,-29.35,credit,0
TX747836,ACC50120,2025-05-03 00:27:30,144.38,debit,0
TX640196,ACC50120,2024-07-26 15:38:08,96.56,debit,0
